-1,-1,https://twitter.com/imlere/status/1247363101894365185,imlere,1.24736E+18,When I buy a house that bitch WILL HAVE A POOL...or hot tub. Ya know just in case this situation pops up again. Sitting in a bathtub doesn’t have the same feel ya know?
1,-1,https://twitter.com/mandiski78/status/1247363106130575360,mandiski78,1.24736E+18,I served in the military because I wanted to predict weather for NASA and be a Hurricane Hunter. The next asshole who refers to me and my fellow vets/ active duty as baby killers needs to have their heads manually adjusted.🤬
-1,-1,https://twitter.com/SMF_Jordan_/status/1247363108668047360,SMF_Jordan_,1.24736E+18,Im coming chill
-1,-1,https://twitter.com/rachelnelsonsmi/status/1247363126091186178,rachelnelsonsmi,1.24736E+18,rainy 10-mile bike ride with the Davis Dads this was one of my favorite parts—being outside wasn’t too bad either #fatoldladyonabike #10milebikeride #rain #couldntgetmorewet #seedpods #remindsmeofnuts… https://t.co/8Qxz8Y1VjH
-1,-1,https://twitter.com/nifty_john/status/1247363172035485697,nifty_john,1.24736E+18,It won't be too long before they will be broadcasting the assaults by the NWO STORM TROOPERS.
-1,-1,https://twitter.com/uditranasaria/status/1247363179631575051,uditranasaria,1.24736E+18,@ArifHasanNFL Welp I slept after the sun rose last night so that's cool.
-1,-1,https://twitter.com/StratfordToBean/status/1247363195095957504,StratfordToBean,1.24736E+18,"If coffee on your doorstep to you or someone special is a gesture that might brighten your day we can help.

Coffee is under the grocery umbrella of essential services: 

Modified hours:
9-3pm Tues.-Fri.
Sat. - 9-1pm

Home deliveries FREE within Stratford.
(519)814-BEAN (2326) https://t.co/41Xx4pFBhW"
-1,-1,https://twitter.com/YaiiG_/status/1247363275295199232,YaiiG_,1.24736E+18,Que triste que un gran atleta como @Heliud_Pulido tenga esos fans que tienen que tirar hate a Heber para sentirse bien relájense un chingo nadie demerita a Panther como campeón sólo porque para el turco thunder es el mejor de México.
-1,-1,https://twitter.com/tubulamb/status/1247363277815975936,tubulamb,1.24736E+18,@Donavan___ snow
-1,-1,https://twitter.com/KetoHiking/status/1247363343234371584,KetoHiking,1.24736E+18,@joao_g_braga @aihtalian Come on bruh I’ve been quarantined and hospitalized twice and I haven’t lost my chill - cut it out!
-1,-1,https://twitter.com/kaylynbeda/status/1247363356639576064,kaylynbeda,1.24736E+18,Less than four weeks ago. Ah sweet summer child
-1,-1,https://twitter.com/RevengOfThe4th/status/1247363377707565056,RevengOfThe4th,1.24736E+18,Snow in Texas in April? 👀
-1,-1,https://twitter.com/ChangPants/status/1247363406580961280,ChangPants,1.24736E+18,Great it’s getting hot up in here.
-1,-1,https://twitter.com/YoungManOldKid/status/1247363493864579073,YoungManOldKid,1.24736E+18,@SayItLikeJay As far as I’m concerned John Snow died at castle black and the show was cancelled after that
-1,-1,https://twitter.com/Effort_les/status/1247363541201563648,Effort_les,1.24736E+18,My brotha so cold ❤️ 💯
-1,-1,https://twitter.com/wooooolley/status/1247363551758598144,wooooolley,1.24736E+18,@reminemington @colindross say “happy birthday! unblock brynn on twitter and take the heat without being a pussy”
-1,-1,https://twitter.com/EsDelamar/status/1247363612416581632,EsDelamar,1.24736E+18,@LonnieQuinnTV saved CBS weather report tonight with just a quick call! I’ve never seen a glitch like that nice recovery!
-1,-1,https://twitter.com/jaleope/status/1247363617973919744,jaleope,1.24736E+18,"1. Frank Ocean 
2. Tinashe
3. Summer Walker 
4. Drake 
5. Lion Babe 
6. Lykke Li"
-1,-1,https://twitter.com/CamperChen/status/1247363750312673280,CamperChen,1.24736E+18,Rainy days in Los Angeles🌧🌧🌧 @ Los Angeles California https://t.co/SRvxBnde4L
-1,-1,https://twitter.com/StfuAndListenHo/status/1247363806705135616,StfuAndListenHo,1.24736E+18,Hopefully the rain and thunderstorms sleep sound will put me to sleep
-1,-1,https://twitter.com/BAOSPodcast/status/1247363823729807361,BAOSPodcast,1.24736E+18,"Montreal’s haze game stepped up thanks to @MessoremB and Touche Tombe was one of our faves from last year 🍻 Which beer are you ordering a case of rn?⁣
⁣
📷: @CeeFor https://t.co/Ih1Lmq7k6E"
-1,-1,https://twitter.com/Mckennacm__/status/1247363873809850370,Mckennacm__,1.24736E+18,I really got soooo tight at some dumb shit that my body went super hot and now I’m freezing cold lol
-1,-1,https://twitter.com/BramaleaDD/status/1247363878574571523,BramaleaDD,1.24736E+18,@MsMagFront I wipe down all packaged stuff with soapy water right away. The veggies and fruits too. Then let them air dry and shelf them in the fridge.
-1,-1,https://twitter.com/RockRockafella/status/1247363960682283009,RockRockafella,1.24736E+18,A good practice during the COVID 19 pandemic is to create a temperature chart. Record your temperature 1 or 2 times a day. Anything from 97.0 - 99.5 can be normal so don’t panic when you see 99. Sometimes with in minutes or hours it can change.
-1,-1,https://twitter.com/logenkimberly1/status/1247364016906870784,logenkimberly1,1.24736E+18,Taking my 3rd hot shower of the day just to feel something :)
-1,-1,https://twitter.com/YaiiG_/status/1247364037064744961,YaiiG_,1.24736E+18,"Otra vez mi poderosísimo thunder ganando triunfando Y brillando Y si les molesta su brillo pues pónganse lentes!! ⚡
#SomosMéxico"
-1,-1,https://twitter.com/NellaStyles/status/1247364077489283073,NellaStyles,1.24736E+18,@damdenden Perfect weather for a nice day in the Chi!
-1,-1,https://twitter.com/shermstick421/status/1247364081553518592,shermstick421,1.24736E+18,It's raining and the radar and is blank. Thanks technology.
-1,-1,https://twitter.com/cwitalka/status/1247364082472235008,cwitalka,1.24736E+18,@StayFHomekins I presume a million people have mentioned the real Ray Bradbury story All Summer in a Day. It traumatized me as a kid. Sent it to my husband and he was mad because so awful. Janie’s basic memories right. Love your podcast.
-1,-1,https://twitter.com/Shortass_daniel/status/1247364100117549056,Shortass_daniel,1.24736E+18,"This bitch at work talking about the ""coffee makes me warm because ive been coughing a lot"" boutta social distance her ass https://t.co/Ce2S8pHK4T"
-1,-1,https://twitter.com/boratusa1/status/1247364197513605120,boratusa1,1.24736E+18,"When you go to work on a storm ⛈ and when you leave  🌅 !!!!
•

#weather #nature #sky #clouds #photography #winter #photooftheday #sunset #rain #beautiful #love #sun #snow #instagood #naturephotography #travel #storm… https://t.co/lNXR9CukMg"
-1,-1,https://twitter.com/a_landeros1/status/1247364203221889024,a_landeros1,1.24736E+18,Y’all need to stop coming for your “essentials” your fat ass can wait to get hot cheetos 💀
-1,-1,https://twitter.com/dennis_R4/status/1247364227045654530,dennis_R4,1.24736E+18,city boys up 500 heading into the summer
-1,-1,https://twitter.com/daltnrggs32/status/1247364235480498183,daltnrggs32,1.24736E+18,I’m emotional. This quarantine has broke my cold hearted bitch attitude
-1,-1,https://twitter.com/kristy527/status/1247364248231186438,kristy527,1.24736E+18,@Chris_Gates @Pitt_FB Hailed hard for day 1! Mica did not hail as hard but she’s lazy and was full of lasagna earlier. 😆 https://t.co/0ePUWYZ9hl
-1,-1,https://twitter.com/NORTHSIDEVIC4/status/1247364273325649920,NORTHSIDEVIC4,1.24736E+18,Dry asab wtw😭
-1,-1,https://twitter.com/BJ_Avila/status/1247364309270671360,BJ_Avila,1.24736E+18,@hypebae7 Seriously. The internet has no chill sometimes. Wild!
-1,-1,https://twitter.com/krismade_nyc/status/1247364403839860742,krismade_nyc,1.24736E+18,Treasures found during #quarantinecleaning. Can’t wait for #lbi summer days! kimmieob triciageil #lbiismyhappyplace #longbeachisland #lbiisheaven #rivieraofthejerseyshore @smkasiski @ Beach Haven New Jersey https://t.co/YdzoRGyvWB
-1,-1,https://twitter.com/samuelB29295254/status/1247364463575142401,samuelB29295254,1.24736E+18,You are truly hot
-1,-1,https://twitter.com/ThePretty_Nikki/status/1247364471355473923,ThePretty_Nikki,1.24736E+18,"Y’all be tryna chill and get mad y’all can’t stay the night.
Can u pay a bill first  tf"
-1,-1,https://twitter.com/aplacecalledjer/status/1247364473788096513,aplacecalledjer,1.24736E+18,I just got back from my walk (it’s been raining today but it finally let up) while one my daily walk I see this guy who lays over in front of a McDonald’s. I’ve been concerned because I know people can’t give him money for food since McDonald’s lobby is closed. 1/5
-1,-1,https://twitter.com/ThatJohnsonTeam/status/1247364494927544321,ThatJohnsonTeam,1.24736E+18,I think I have set a new record for myself. Earliest sunburn of the year. April 6th. 🤦🏼‍♀️
-1,-1,https://twitter.com/thompjptoot/status/1247364528544739328,thompjptoot,1.24736E+18,Well let’s warm this deal up get this wheat really going and then slam the door on it with an arctic blast next week. https://t.co/Gcz2y4dp7q
-1,-1,https://twitter.com/TroyMRoss/status/1247364530335866881,TroyMRoss,1.24736E+18,"I wish I was in Tiajuana
Eating barbequed iguana.
I'd take requests on the telephone
I'm on a wavelength far from home
I feel a hot wind on my shoulder
I dial it in from south of the border.

I'm on a Mexican radio."
-1,-1,https://twitter.com/CameronMoreland/status/1247364550871126022,CameronMoreland,1.24736E+18,Tomorrow will be the warmest day of the year so far!!  Temperatures will also be well above normal on Wednesday and then a BIG change!! #nbc26wx https://t.co/8s3OmpbBh2
-1,-1,https://twitter.com/timothylewis141/status/1247364586870800391,timothylewis141,1.24736E+18,"@kirstiealley The Cheeers one. Hot
Fire"
-1,-1,https://twitter.com/ginamariefordLA/status/1247364603614560256,ginamariefordLA,1.24736E+18,Continuing: “She wasn’t afraid and was strong enough to keep them out. The person spoke through the door and told her her sun orb had been broken off. She thought she was beautiful. Eventually she went away. Sekmet the Goddess of war illness and plague.”
-1,-1,https://twitter.com/alexaruby112/status/1247364615807197184,alexaruby112,1.24736E+18,@sergioa62019726 Cough and cold
-1,-1,https://twitter.com/YaboiAidan/status/1247364672770187264,YaboiAidan,1.24736E+18,Zuko was fucking hot and not just because he was a firebender.
-1,-1,https://twitter.com/callmeduchessss/status/1247364699005435904,callmeduchessss,1.24736E+18,Who’s got the herb when I’m dry 🌱 https://t.co/ZNvHTwb2da
-1,-1,https://twitter.com/JoshuaJimenez52/status/1247364734988550144,JoshuaJimenez52,1.24736E+18,The weather is something else... 😷🌍 https://t.co/aSibDooyRv
-1,-1,https://twitter.com/JulioCesrChavez/status/1247364749773455360,JulioCesrChavez,1.24736E+18,"@yjtorbati For next time you have a scare: put food waste in a plastic grocery bag and leave it in its own little section of the freezer. Add food waste throughout the week and keep freezing it take out with the trash. 
 
Easy way to do without the garbage disposal without worrying"
-1,-1,https://twitter.com/jchrisallen/status/1247364757939765249,jchrisallen,1.24736E+18,Eating cold pasta leads to lower glucose spike. Eating re-heated pasta leads to 50% lower spike. Interesting especially for diabetes.
-1,-1,https://twitter.com/AlmightyCjack/status/1247364788369457153,AlmightyCjack,1.24736E+18,Y’all gotta chill fr though
-1,-1,https://twitter.com/16Rubytuesday7/status/1247364827187761154,16Rubytuesday7,1.24736E+18,@tyler_casper No. Fan on me at night. All year. Heat or A/C on.
-1,-1,https://twitter.com/Phenomenalt_/status/1247364850386382850,Phenomenalt_,1.24736E+18,Wine Bath &amp; Summer Walker
-1,-1,https://twitter.com/gwynnbleidd91/status/1247364895005433856,gwynnbleidd91,1.24736E+18,The hot springs episode from outlaw Star is so ridiculous lmao
