weather,sentiment,url,user_name,tweet_id,date,tweet
0,-1,https://twitter.com/steelesland/status/1247932815439626242,steelesland,1.25E+18,#######,@KAKEnews Hail hitler
0,-1,https://twitter.com/montanaolexa/status/1247932815511093253,montanaolexa,1.25E+18,#######,does coffee bother anyone else if itâ€™s like in between hot and iced? like it either needs to be one or the other not in between
0,-1,https://twitter.com/Capt_Napalm/status/1247932819612958720,Capt_Napalm,1.25E+18,#######,Dancing in the rain with Diego Valeri. Sounds like an appropriate PDX thing to do. https://t.co/AdgSabObrZ
0,-1,https://twitter.com/JDLipowicz/status/1247932843222872066,JDLipowicz,1.25E+18,#######,Anybody want to come out as secret barber? Iâ€™m gaining 3 inches due to humidity alone
0,-1,https://twitter.com/SoFlPeakers/status/1247932885425885186,SoFlPeakers,1.25E+18,#######,@SoJerseyPeakers @SassenachSJ @SamHeughan @MyPeakChallenge @RealAlexNorouzi @DEGordonAuthor @hal12362 @YogaPeakers @OutlanderWriter @walkingpeakers @IsraelPeakers @nepeakers Happy birthday from sunny Florida!
0,-1,https://twitter.com/JenCarfagno/status/1247932895831957504,JenCarfagno,1.25E+18,#######,Big hail in WI and MI unusually early after that end of March OH/PA big hail that was unusually early in season
0,-1,https://twitter.com/IamKing_RL/status/1247932914823614464,IamKing_RL,1.25E+18,#######,@JeremiahDedmon @JC1of1 Kimâ€™s verse on Quiet Storm remix was ðŸ”¥ðŸ”¥ðŸ”¥ too
0,-1,https://twitter.com/RobyMyers8/status/1247932973384531968,RobyMyers8,1.25E+18,#######,"@10NewsRBianco @CityDelMar @CitySolanaBeach @10News @10NewsParry @OntheReg_Greg @ksonSanDiego Please join @10NewsParry on Facebook Live later this morning as she talks with you about the rain showers/t'storms &amp; mountain snow which is on the rise today through the rest of the week!!
Please ""Like"" Megan's Facebook Page &amp; stay tuned for her Facebook Live Weather! @10News https://t.co/16rf7MRWlm"
0,-1,https://twitter.com/iembot_dvn/status/1247932980783243264,iembot_dvn,1.25E+18,#######,At 9:44 PM CDT Taylor Ridge [Rock Island Co IL] PUBLIC reports HAIL of quarter size (E1.00 INCH). VIA SOCIAL MEDIA. MANLY NICKEL SIZE BUT SOME QUARTER SIZE HAIL. https://t.co/3e71zoOV34
0,-1,https://twitter.com/MrBK54/status/1247933009078222848,MrBK54,1.25E+18,#######,That's great don't want to heat him anyway
0,-1,https://twitter.com/iembot_rlx/status/1247933013939204097,iembot_rlx,1.25E+18,#######,At 1:02 PM EDT 5 WSW Charleston [Kanawha Co WV] OFFICIAL NWS OBS reports HAIL of penny size (M0.75 INCH). FALLING AT THE NWS OFFICE AT THIS TIME. BEGINNING TO COVER THE GROUND. https://t.co/FUzJTeuxIE
1,-1,https://twitter.com/dsyzdek/status/1247933110550847488,dsyzdek,1.25E+18,#######,Gorgeous storm spinning over the Mojave Desert.
0,-1,https://twitter.com/AngieBuckland/status/1247933121456152577,AngieBuckland,1.25E+18,#######,"Once it comes to a boil reduce heat to low.
When chicken is cool enough to handle shred. You can use 2 forks but I prefer to do it by hand to make sure you can remove any tendons or silver skin or fat. 
Add the chicken to the soup. https://t.co/be5OJggkaP"
0,-1,https://twitter.com/augustsimien/status/1247933144843550721,augustsimien,1.25E+18,#######,@Talented_Eazzy ðŸ˜‚ðŸ˜‚ðŸ˜‚ yooo chill
0,-1,https://twitter.com/_staringcontest/status/1247933179966763009,_staringcontest,1.25E+18,#######,I feel so selfish anytime I feel extremely socially inadequate or lonely (especially now in quar) because itâ€™s like I know damn well I have such a huge friend system and am so loved and now I also know everyone is also isolated but damn this still just doesnâ€™t feel hot
0,-1,https://twitter.com/kathymansito/status/1247933207305125889,kathymansito,1.25E+18,#######,@AutisticAt4eist You have to be optimistic ~ My knowledge is to apply warm compresses to area (increased circulation) and then Use your hands and massage that area as often as you can. My son had it (from stress) and he recovered completely. Good luck! It's gonna be ok.
0,-1,https://twitter.com/danny_j_g/status/1247933231707627528,danny_j_g,1.25E+18,#######,Oh this is only the warm up tbh ðŸ’ªðŸ¼
0,-1,https://twitter.com/BuffyTransue/status/1247933251777429509,BuffyTransue,1.25E+18,#######,@JenniferHorsle3 @featherman_bill Heâ€™s ok thank god. Said heâ€™s got a cold he called dr waiting for her to call back. Heâ€™s not in good health so it scares us! Been trying to get hold of him 2 days but he donâ€™t pay attention to his phone so heâ€™s going to call us daily yay
0,-1,https://twitter.com/BbBybecca/status/1247933266805559300,BbBybecca,1.25E+18,#######,"#morning #biblereading 
BUILDING ON A SOLID FOUNDATION 

â€œâ€œAnyone who listens to my teaching and follows it is wise like a person who builds a house on solid rock. Though the rain comes in torrents and theâ€¦ https://t.co/QlxILKenHz"
1,-1,https://twitter.com/MsLorisStory/status/1247933288519352323,MsLorisStory,1.25E+18,#######,Enjoyed a morning walk before the weather changes this afternoon for the worse ðŸŒ¤âž¡ï¸ðŸŒ§ The desert wildflowers are really blooming now! ðŸŒºðŸŒ¸ðŸŒ¼ #desertaster #globemallow https://t.co/2haQB90Oqg
0,-1,https://twitter.com/fabdalla17/status/1247933295184273415,fabdalla17,1.25E+18,#######,Me and Davon are literally lost on this trail and itâ€™s about to rain ðŸ™‚
0,-1,https://twitter.com/iembot_cle/status/1247933300808679424,iembot_cle,1.25E+18,#######,At 12:08 AM EDT 1 W Canal Fulton [Stark Co OH] PUBLIC reports HAIL of quarter size (M1.00 INCH). QUARTER SIZE HAIL VIA PICTURE. https://t.co/JpYnPhHNTE
0,-1,https://twitter.com/shaeeTHO/status/1247933307800752130,shaeeTHO,1.25E+18,#######,@imRISS_bitch snow crabs
0,-1,https://twitter.com/southtexaspapi/status/1247933376251736070,southtexaspapi,1.25E+18,#######,@rckydcky Hot fries too! My Latina is showing https://t.co/XyWtCrrbRQ
0,-1,https://twitter.com/CityofPomona/status/1247933396652679169,CityofPomona,1.25E+18,#######,Wed 4/8 - â˜”ï¸ Prep for the rain by picking-up sandbags @ the City Yard @ 636 W. Monterey Ave. âž¡ï¸ #Pomona residents only Proper ID Required &amp; 20 bag max/residence. âž¡ï¸#socialdistancing: You do not need to exit your vehicle ðŸš— but do provide access to your trunk. Stay safe! https://t.co/ghaZWRbiNi
0,-1,https://twitter.com/OriginalPisces/status/1247933404387172352,OriginalPisces,1.25E+18,#######,Lmfaooo exactly ðŸ˜‚ðŸ˜‚ðŸ¤£ however when the sun hit right I get the same reaction from people but I ainâ€™t zoning out like that lol ðŸ˜‚
0,-1,https://twitter.com/hoosusannah/status/1247933411500658690,hoosusannah,1.25E+18,#######,@worldoelle Smart! It was the wind before the storm that woke me up. By the time the storm showed up I was actually trying to write - to little effect. I should have read instead!
